record_id,status_code,created_at,updated_at,user_assigned_uuid,notes,demand,category
759,pending,8/4/2020,10/26/2020,ffcbeba2-17a6-4837-8bd5-57acc7cb5cc2,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",medium,Economical
760,pending,8/26/2020,7/11/2020,8b2849bb-87de-422f-86bc-53f7a0cd5af1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",high,Luxury
761,retired,4/23/2020,11/17/2021,3272212a-13e0-4b70-b7f3-48e4dc0b9517,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",high,Sport
762,retired,6/26/2020,7/18/2021,9f1f90c6-67c1-4823-843a-28369de9013f,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",low,Van
763,inactive,8/23/2021,1/10/2021,c611a3bd-e4d7-43bb-882f-8fab07954957,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,medium,Luxury
764,active,9/9/2020,8/14/2021,88933b3e-7241-4190-ad5a-4e38073f1d7d,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",high,Extra Large
765,pending,12/19/2021,5/20/2020,3ca60239-58fc-478a-aa5d-c117f8bd1915,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",medium,Luxury
766,active,5/28/2021,3/9/2020,f274cf04-358a-4601-a7f9-65937b861e42,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",medium,Luxury
767,inactive,3/16/2021,7/26/2020,d57c4394-d543-4d0e-b32d-13aaa1d928ff,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",medium,Extra Large
768,retired,1/4/2021,10/21/2020,36bad37f-7a28-4b79-aad4-b25a1441d396,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",high,Sport
769,active,1/4/2021,6/3/2021,c084c2c6-fa1e-4f51-91da-24deaf8a453e,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",medium,Sport
770,inactive,9/2/2021,9/9/2020,d2dacc0e-007f-4cf4-9aa6-63803a23f167,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,medium,Economical
771,pending,12/1/2021,3/23/2020,5ee7afc8-84ba-4a6c-8085-3897ccab4b9a,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,high,Sport
772,pending,3/18/2021,4/29/2020,fe2499b4-da67-4e9e-9e5e-db56eeb8feb0,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",medium,Luxury
773,active,5/21/2021,1/27/2021,59930f35-b7b8-40db-984d-9b80bfc71432,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,high,Luxury
774,active,9/25/2020,6/5/2021,fc43732d-ed48-4557-8844-1fce9dd78a35,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",high,Van
775,retired,5/22/2021,7/28/2021,33ab34bf-4a05-4994-a8e4-eaccff1c457b,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,medium,Sport
776,active,3/3/2020,5/21/2020,8a20c5e4-2387-4c51-806d-188c7ed2106e,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,medium,Extra Large
777,pending,8/29/2021,4/30/2021,2f8127e9-1da5-4620-92d2-76d2964d40ab,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",medium,Extra Large
778,pending,7/26/2020,4/19/2021,674a218f-70ab-41ac-b74f-a0c4d4576ce1,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,medium,Economical
779,inactive,2/12/2021,7/25/2021,52c7225e-3e57-440c-9e59-9427e0c78edc,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",high,Luxury
780,pending,10/7/2021,4/1/2021,4c4f583e-4166-4646-a0a7-9e9eb59227dc,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,high,Van
781,active,8/17/2021,4/24/2021,459b98c9-1883-4db0-bd0d-c7b4b5249c53,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",high,Sport
782,active,6/30/2020,2/13/2021,b208d385-fb2c-40a5-969b-fde6ed48d70c,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,medium,Luxury
783,pending,4/25/2020,7/6/2021,a11e32ce-51cd-4924-81fe-8ba761a35c86,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,medium,Van
784,retired,6/3/2020,6/13/2021,53e584c8-a12d-4910-8319-846efbfe2e62,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,low,Economical
785,retired,11/11/2021,10/20/2021,b749a498-85c1-4fcc-bd48-9375311bc509,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",medium,Sport
786,inactive,9/5/2020,11/4/2020,07ef9093-3ed2-4e53-b150-f03ce3f0b98d,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,medium,Extra Large
787,pending,3/15/2021,2/20/2020,d3c7b143-aaa6-4738-af54-35c6059600bf,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",high,Van
788,pending,5/8/2021,8/22/2021,b33d7a2a-c4c1-4038-ad4f-93562ed453e9,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",medium,Economical
789,active,5/24/2020,5/11/2021,f42ad97f-3a64-4bcb-b84b-fa5015bf5b66,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",low,Truck
790,inactive,1/4/2021,8/16/2021,ef1631fa-9f1b-469e-952e-d05b8ae3e49c,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,high,Truck
791,active,5/31/2020,2/13/2021,3cb2810e-3b44-45b2-98c7-d0b274e7d324,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",low,Sport
792,retired,8/23/2021,11/2/2020,5b4a67ec-ba2e-4fb0-a49d-07d0027713bc,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,low,Truck
793,active,4/21/2021,2/7/2020,f6c42993-6ebc-4a3a-8b4d-683856fcf727,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",low,Truck
794,active,12/30/2020,10/29/2020,29740073-43ac-4d6c-9b60-aec806ceb135,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,medium,Van
795,active,11/3/2020,12/1/2020,3b75155b-cbe4-4b78-83b1-aa81bbf60322,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",low,Extra Large
796,active,4/12/2020,9/2/2021,1dedb2aa-cda1-455b-93f1-2371b736076c,Phasellus in felis. Donec semper sapien a libero. Nam dui.,medium,Luxury
797,pending,12/19/2021,4/20/2020,15867198-d94f-4228-99e0-682271af88f9,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,low,Sport
798,pending,6/27/2020,9/21/2021,7256bf6e-1729-46cb-846c-9095cb10951d,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",medium,Van
799,retired,7/29/2020,1/18/2021,107f3db9-005b-47e6-b34e-4f3048ec4c61,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",low,Extra Large
800,active,2/23/2020,10/15/2020,7deb9525-f9d9-4d69-9248-956b12ff4ab0,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,low,Truck
801,inactive,9/19/2020,3/21/2020,23299e2a-d8f4-4dd6-9ba5-adb995760b09,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",medium,Truck
802,active,7/14/2021,9/4/2021,624cd4fa-fe63-40cb-8260-c5b9164fa6fe,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",high,Van
803,retired,10/19/2020,8/23/2020,ee7fd3a0-b50f-4953-9df2-fd7c57f786ff,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",low,Van
804,pending,8/28/2020,7/24/2021,8a0c377c-4f00-4144-9871-5e6f5447dd3c,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,low,Van
805,inactive,11/3/2020,1/16/2021,613dd9a2-eedf-4865-8995-9c2c7248460b,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",medium,Economical
806,inactive,10/19/2020,4/25/2020,18712bca-3ead-4c55-aa47-c26cb15896a5,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,medium,Sport
807,pending,6/26/2020,6/14/2020,4e1126d4-287b-4323-a496-4e4cf3dcae04,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",medium,Sport
808,pending,10/8/2020,2/22/2021,5b51523e-09f2-404a-8c3c-9bdadf640ded,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,high,Economical
809,inactive,2/21/2020,9/8/2021,9e7c1e9b-12a7-4002-992f-36eba91e467f,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",medium,Sport
810,inactive,7/11/2021,10/18/2021,b318e0b6-1083-48a7-b6f3-c8055d179ce1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",low,Van
811,pending,1/21/2020,1/29/2021,d6d6d051-44d0-43f0-a9f2-cce0ca53f343,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,medium,Van
812,pending,9/11/2020,3/13/2021,efdc65d3-fd13-4171-bb50-e74638047d09,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",low,Sport
813,retired,10/8/2020,7/26/2020,1016f492-a7e7-4c09-adb5-aa624e2ec921,In congue. Etiam justo. Etiam pretium iaculis justo.,low,Truck
814,retired,10/26/2021,4/14/2021,5d096b32-74fb-4cb5-af28-e804b260ec77,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",high,Extra Large
815,inactive,5/1/2021,2/9/2020,07522985-fab3-4b31-854d-a0e350d5f086,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,high,Economical
816,active,7/26/2021,3/30/2020,7ad135b7-d29f-4045-87fb-368e59e7a31a,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",medium,Extra Large
817,active,9/15/2021,9/25/2020,5428da27-eb3f-493b-a54d-385ce0a7403c,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,low,Sport
818,active,11/22/2020,1/25/2020,315d6871-53f7-4f8a-8a82-6a2209cb1671,Sed ante. Vivamus tortor. Duis mattis egestas metus.,medium,Economical
819,inactive,8/8/2020,3/17/2021,30d95d79-f018-4f27-81d1-0fb8278b83bf,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,high,Sport
820,active,3/19/2021,2/26/2020,0a100938-5988-4606-857a-7305664a70aa,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",medium,Van
821,retired,8/23/2020,6/13/2021,2401ef2a-f4ab-4077-aee0-426647e15674,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",medium,Truck
822,pending,10/2/2021,4/14/2021,f82ba6eb-b16d-49c1-9bbe-d0d56606fc9d,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",high,Luxury
823,retired,9/25/2021,6/29/2021,4a2cf3f5-640e-4f7d-b9c1-427fcea3a839,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,low,Van
824,retired,1/21/2021,2/26/2021,0cde2d5e-2476-46a4-992e-7cccf0be68a9,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",low,Van
825,pending,12/24/2021,5/8/2021,33fccd63-4832-4ea0-ae87-86106ecf0da7,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,low,Truck
826,retired,9/30/2020,12/14/2021,5ec9c32b-d595-4024-9874-412c6b14a111,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,low,Sport
827,pending,4/2/2021,11/30/2021,0d4092b1-60f7-4d33-976b-20913dca1664,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",medium,Economical
828,retired,1/21/2020,7/15/2021,07cd3784-ce9f-4c89-84de-904e9c2e1a8e,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,medium,Luxury
829,active,9/6/2021,9/6/2020,f5117a9c-ac80-4cb4-ada0-e73d6538e3f1,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,low,Extra Large
830,pending,2/14/2021,7/16/2021,7c124f83-b906-40ee-9bad-f09a85b03715,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",medium,Luxury
831,active,2/8/2020,2/26/2020,19dd8725-c4fe-4962-8de2-4894dba465c5,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,low,Sport
832,active,9/20/2021,11/25/2020,4afd558e-1df7-42e8-b7ea-3b67a288530a,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,medium,Van
833,retired,5/17/2020,11/14/2021,7f7adde6-d364-4aef-ae60-4a997e7018d0,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,low,Luxury
834,retired,1/13/2020,7/18/2021,7a279201-5b80-4615-bebc-71fbe28a4bf3,Sed ante. Vivamus tortor. Duis mattis egestas metus.,medium,Extra Large
835,active,5/26/2021,9/6/2020,1caf06b1-595b-440c-9042-566e436d22d6,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,low,Van
836,active,9/20/2020,7/12/2020,b78b2e8a-c170-42d2-aff7-eed08e64367b,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,medium,Extra Large
837,retired,12/23/2020,3/16/2021,16824e5c-066e-4df9-95b8-38653a8060c2,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",low,Truck
838,active,2/25/2020,8/9/2020,1d4e725c-97c2-4ff5-ab5d-0eed4c3e5d84,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,high,Sport
839,pending,11/26/2021,2/6/2020,211c931f-ba06-4cc4-a958-a84fe0641411,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",high,Economical
840,pending,11/7/2021,7/17/2020,1f65b125-1b63-4432-a5f5-81ae4f82532d,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,medium,Truck
841,active,11/30/2021,4/6/2021,5bd4292c-8a54-44c2-8168-532567f52759,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,medium,Economical
842,retired,4/22/2020,4/20/2020,42d15237-4601-4ec0-bb43-10114142db12,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",medium,Economical
843,active,2/12/2020,7/29/2020,8ceec750-6196-4e1c-8ce9-7bcc13cb8ae6,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,medium,Van
844,pending,3/26/2020,11/23/2020,d160bd0e-9c28-461a-953c-9cd9a95d9577,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",low,Economical
845,active,5/1/2020,8/27/2021,c8a177df-09dd-46a7-8daf-18a7e38000bf,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,low,Truck
846,active,2/15/2020,3/11/2020,add11f55-33f3-4908-b0fa-938336178077,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,medium,Extra Large
847,pending,2/15/2020,9/29/2021,c2db63bb-b1b0-4443-96e0-04e81537cbbf,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",low,Sport
848,inactive,6/2/2020,12/13/2020,1eba940e-81a4-4796-bc80-4ba6db726fa2,Sed ante. Vivamus tortor. Duis mattis egestas metus.,low,Extra Large
849,retired,12/14/2020,1/18/2021,2fcd0f2a-b7a6-45ed-a10d-ce91d5625251,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",medium,Economical
850,active,9/30/2020,2/15/2020,08ca4e84-55f4-4501-8c02-41927ad28da0,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,high,Economical
851,active,3/7/2020,12/26/2020,af6819f5-55fe-442f-8bcb-2019ff699b9b,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",low,Truck
852,retired,5/18/2021,11/6/2021,e3f66361-3618-4497-a02c-36de4a5954f9,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",medium,Sport
853,active,11/28/2020,12/28/2020,dd567023-f886-4552-b0c2-c8cfe90f52e5,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,low,Van
854,pending,6/16/2020,5/10/2020,5155dc99-17cf-4f19-b8c3-15ae88301577,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",low,Truck
855,inactive,2/11/2021,12/7/2021,cafc8fba-5592-4785-94ef-f10e51c525f9,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,low,Extra Large
856,pending,10/19/2021,4/10/2020,64ba7e91-2ba3-4916-a9ea-c5e3399794e7,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",high,Extra Large
857,pending,10/4/2020,12/23/2020,ecb1066b-903c-46eb-a805-0895fc7fdf84,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,low,Luxury
858,inactive,7/21/2021,8/12/2021,e693210c-5e6b-42ad-9865-c0a68b648620,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",medium,Luxury
859,pending,2/5/2021,11/13/2021,711b91ac-4eba-477c-9159-678872f276fc,In congue. Etiam justo. Etiam pretium iaculis justo.,low,Extra Large
860,active,11/26/2020,4/27/2020,9a8f2140-df2f-4a47-b7d1-f86a897a4930,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,low,Extra Large
861,retired,3/21/2020,11/22/2021,92865268-b459-4f7e-98c3-755095bc0c05,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,high,Economical
862,pending,4/7/2020,4/26/2020,5af192fd-5caa-4d54-af1e-c37cdbde9c84,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",high,Sport
863,active,8/19/2021,4/12/2021,060006c4-26b5-49a9-b085-8081e03d39a4,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",low,Luxury
864,pending,12/6/2021,7/18/2021,46681b7d-6665-4c03-b667-2f1445791415,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",low,Luxury
865,pending,10/19/2021,4/13/2021,c56a7b61-6dba-4152-9980-dc50b7770f6c,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",high,Truck
866,pending,11/15/2021,2/22/2020,92408c9c-6a18-428e-af67-2ec31fc599ea,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,medium,Sport
867,pending,10/9/2021,11/29/2021,82db40e6-f8b2-45d6-9aae-d74fe974f2a5,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,medium,Economical
868,inactive,6/3/2021,2/16/2021,0abfbb51-fc1a-4a60-bb59-ab81e14c7170,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,medium,Sport
869,active,5/24/2021,9/30/2020,6bd1574c-3041-4994-b9ee-4eadf596378a,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",low,Extra Large
870,pending,11/29/2020,11/2/2021,f9750ece-cbf1-4487-b8b9-27c3da7b05da,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,high,Sport
871,inactive,7/27/2021,6/21/2021,f4707711-6101-4db5-af2b-ad43372ff214,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",low,Sport
872,retired,10/10/2020,2/23/2021,0d30d9b3-7f39-4323-b02a-b20a0224d48e,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,medium,Sport
873,pending,6/1/2021,9/20/2021,a08a7e04-a2d3-44b6-bba1-d0cd83ffad1a,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,medium,Sport
874,inactive,8/27/2021,5/23/2021,f7aa8d2d-4f20-48d2-85ba-ad50a5ebb7ef,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",high,Truck
875,pending,12/10/2021,2/14/2020,9d10d1b0-7336-43f3-af4f-ba91318c9e9f,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",medium,Luxury
876,inactive,9/6/2021,12/4/2020,6963ded1-ceca-469c-bd37-49e990413a22,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",high,Luxury
877,active,6/17/2021,1/6/2021,a02028d8-db8c-4835-9834-cc125e6abebe,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",high,Luxury
878,pending,3/24/2021,5/25/2021,7d5927dc-d394-49b2-9b2b-e94228993e5d,Phasellus in felis. Donec semper sapien a libero. Nam dui.,low,Van
879,pending,5/12/2020,7/11/2021,85ac473e-da82-4504-8746-654a6df256bf,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",low,Sport
880,pending,8/11/2020,8/27/2021,81a9408c-47f7-4b0d-ba52-b43cd7a250ba,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",high,Van
881,pending,3/15/2021,4/16/2020,4b6b098b-35fa-45d4-817e-0a76a70dc47e,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",medium,Luxury
